id_pedido,id_cliente,sku_produto,data_compra,quantidade
PED005186,CLI06491,SKU013,2025-10-17,4
PED005187,CLI05421,SKU035,2025-11-18,5
PED005188,CLI02060,SKU047,2025-11-23,3
PED005189,CLI07338,SKU022,2025-06-15,3
PED005190,CLI03639,SKU044,2025-02-16,2
PED005191,CLI00192,SKU022,2025-03-19,2
PED005192,CLI02535,SKU008,2025-07-17,1
PED005193,CLI01387,SKU040,2025-05-14,4
PED005194,CLI07400,SKU010,2025-06-10,2
PED005195,CLI06968,SKU015,2025-02-24,2
PED005196,CLI05861,SKU036,2025-12-13,5
PED005197,CLI09291,SKU017,2025-01-30,1
PED005198,CLI07334,SKU012,2025-01-09,3
PED005199,CLI01198,SKU010,2025-03-17,2
PED005200,CLI08597,SKU037,2025-10-18,2
PED005201,CLI05328,SKU048,2025-06-08,1
PED005202,CLI05493,SKU004,2025-12-19,2
PED005203,CLI08121,SKU002,2025-04-08,5
PED005204,CLI09844,SKU040,2025-02-25,5
PED005205,CLI07276,SKU036,2025-05-14,3
PED005206,CLI05509,SKU017,2025-12-26,2
PED005207,CLI00385,SKU020,2025-01-05,2
PED005208,CLI09931,SKU004,2025-07-25,5
PED005209,CLI08179,SKU041,2025-07-18,1
PED005210,CLI06471,SKU015,2025-09-12,1
PED005211,CLI00663,SKU036,2025-01-23,2
PED005212,CLI06971,SKU033,2025-03-03,3
PED005213,CLI02221,SKU046,2025-06-06,2
PED005214,CLI08243,SKU048,2025-10-11,1
PED005215,CLI09469,SKU046,2025-02-27,2
PED005216,CLI00734,SKU026,2025-09-26,3
PED005217,CLI04237,SKU043,2025-07-21,4
PED005218,CLI00478,SKU031,2025-12-10,4
PED005219,CLI06259,SKU030,2025-06-02,2
PED005220,CLI00079,SKU011,2025-12-25,1
PED005221,CLI02176,SKU001,2025-10-27,2
PED005222,CLI09495,SKU033,2025-03-12,5
PED005223,CLI00419,SKU050,2025-04-24,2
PED005224,CLI05478,SKU028,2025-01-07,1
PED005225,CLI08024,SKU028,2025-08-11,2
PED005226,CLI04034,SKU048,2025-08-07,1
PED005227,CLI01341,SKU026,2025-09-11,3
PED005228,CLI03376,SKU024,2025-11-08,5
PED005229,CLI08281,SKU040,2025-02-25,2
PED005230,CLI08815,SKU034,2025-02-04,4
PED005231,CLI05120,SKU035,2025-09-06,2
PED005232,CLI04785,SKU021,2025-03-08,1
PED005233,CLI03432,SKU048,2025-10-04,1
PED005234,CLI09577,SKU046,2025-04-25,1
PED005235,CLI09082,SKU035,2025-10-15,5
PED005236,CLI01300,SKU031,2025-02-27,5
PED005237,CLI09604,SKU034,2025-09-21,5
PED005238,CLI06483,SKU010,2025-02-23,2
PED005239,CLI08979,SKU025,2025-11-17,5
PED005240,CLI09181,SKU031,2025-10-14,4
PED005241,CLI05132,SKU040,2025-08-26,4
PED005242,CLI05805,SKU023,2025-06-01,2
PED005243,CLI03875,SKU040,2025-05-02,4
PED005244,CLI08826,SKU026,2025-09-11,5
PED005245,CLI09076,SKU041,2025-12-26,1
PED005246,CLI00797,SKU027,2025-03-15,3
PED005247,CLI02556,SKU007,2025-06-23,4
PED005248,CLI00282,SKU026,2025-06-21,5
PED005249,CLI09171,SKU033,2025-05-23,4
PED005250,CLI04618,SKU040,2025-06-18,3
PED005251,CLI02469,SKU042,2025-07-28,2
PED005252,CLI07232,SKU047,2025-09-15,3
PED005253,CLI00230,SKU011,2025-02-18,2
PED005254,CLI04483,SKU008,2025-04-29,1
PED005255,CLI02984,SKU023,2025-12-09,2
PED005256,CLI02229,SKU012,2025-04-15,4
PED005257,CLI05088,SKU033,2025-05-20,4
PED005258,CLI09220,SKU050,2025-11-11,3
PED005259,CLI09196,SKU016,2025-02-09,2
PED005260,CLI08428,SKU044,2025-04-10,1
PED005261,CLI05922,SKU029,2025-07-31,1
PED005262,CLI01915,SKU049,2025-04-26,1
PED005263,CLI07705,SKU014,2025-04-18,3
PED005264,CLI09677,SKU016,2025-11-08,1
PED005265,CLI07938,SKU039,2025-06-05,1
PED005266,CLI07914,SKU039,2025-07-16,1
PED005267,CLI04192,SKU007,2025-02-13,2
PED005268,CLI09138,SKU013,2025-01-14,5
PED005269,CLI00924,SKU050,2025-12-06,5
PED005270,CLI03895,SKU031,2025-04-23,4
PED005271,CLI00545,SKU045,2025-07-04,2
PED005272,CLI08617,SKU050,2025-11-03,2
PED005273,CLI05110,SKU033,2025-01-18,5
PED005274,CLI03813,SKU018,2025-08-17,2
PED005275,CLI08337,SKU041,2025-11-27,1
PED005276,CLI01391,SKU028,2025-10-04,2
PED005277,CLI01387,SKU031,2025-02-25,2
PED005278,CLI00315,SKU004,2025-09-06,5
PED005279,CLI05029,SKU049,2025-02-01,1
PED005280,CLI09435,SKU042,2025-06-17,3
PED005281,CLI01554,SKU036,2025-08-21,4
PED005282,CLI06863,SKU030,2025-05-16,5
PED005283,CLI01344,SKU045,2025-01-05,2
PED005284,CLI08611,SKU043,2025-11-03,4
PED005285,CLI05685,SKU040,2025-05-23,3
PED005286,CLI03035,SKU008,2025-07-29,2
PED005287,CLI04783,SKU005,2025-04-16,2
PED005288,CLI04525,SKU014,2025-05-30,5
PED005289,CLI07819,SKU042,2025-05-24,4
PED005290,CLI04854,SKU017,2025-10-23,1
PED005291,CLI07896,SKU003,2025-12-17,2
PED005292,CLI07086,SKU035,2025-09-13,2
PED005293,CLI07965,SKU035,2025-08-09,3
PED005294,CLI01405,SKU017,2025-04-24,2
PED005295,CLI01611,SKU017,2025-08-27,1
PED005296,CLI06905,SKU041,2025-08-22,1
PED005297,CLI00396,SKU025,2025-05-30,2
PED005298,CLI08397,SKU007,2025-03-23,4
PED005299,CLI01000,SKU042,2025-02-07,5
PED005300,CLI08874,SKU045,2025-01-13,2
PED005301,CLI09709,SKU011,2025-03-21,1
PED005302,CLI03617,SKU044,2025-08-16,1
PED005303,CLI00007,SKU023,2025-09-11,3
PED005304,CLI03287,SKU024,2025-01-18,2
PED005305,CLI01120,SKU025,2025-12-23,4
PED005306,CLI01343,SKU039,2025-01-23,2
PED005307,CLI09222,SKU034,2025-07-21,3
PED005308,CLI01358,SKU048,2025-03-19,1
PED005309,CLI02255,SKU039,2025-04-21,2
PED005310,CLI07683,SKU012,2025-12-10,3
PED005311,CLI04103,SKU036,2025-06-30,4
PED005312,CLI07415,SKU037,2025-06-13,2
PED005313,CLI08596,SKU048,2025-08-08,1
PED005314,CLI08577,SKU030,2025-04-29,5
PED005315,CLI02136,SKU045,2025-11-17,2
PED005316,CLI07880,SKU018,2025-03-28,3
PED005317,CLI00619,SKU025,2025-02-07,5
PED005318,CLI00957,SKU013,2025-03-19,5
PED005319,CLI08522,SKU046,2025-02-25,1
PED005320,CLI00507,SKU029,2025-04-02,2
PED005321,CLI01279,SKU042,2025-05-07,3
PED005322,CLI05034,SKU031,2025-05-25,5
PED005323,CLI08299,SKU005,2025-06-24,5
PED005324,CLI05588,SKU047,2025-06-06,2
PED005325,CLI06035,SKU018,2025-11-11,3
PED005326,CLI03933,SKU027,2025-04-18,2
PED005327,CLI08248,SKU040,2025-11-17,4
PED005328,CLI05569,SKU025,2025-03-22,5
PED005329,CLI08196,SKU042,2025-08-31,2
PED005330,CLI02178,SKU037,2025-10-29,2
PED005331,CLI03239,SKU024,2025-09-22,4
PED005332,CLI01202,SKU036,2025-09-20,5
PED005333,CLI07573,SKU023,2025-07-08,2
PED005334,CLI04206,SKU034,2025-03-12,4
PED005335,CLI03342,SKU050,2025-12-28,2
PED005336,CLI04651,SKU043,2025-06-08,2
PED005337,CLI06009,SKU006,2025-08-01,4
PED005338,CLI05104,SKU035,2025-07-17,5
PED005339,CLI04963,SKU041,2025-05-01,1
PED005340,CLI08533,SKU034,2025-08-19,4
PED005341,CLI03545,SKU045,2025-05-18,2
PED005342,CLI06581,SKU027,2025-04-14,3
PED005343,CLI04451,SKU002,2025-04-10,5
PED005344,CLI09257,SKU033,2025-09-01,2
PED005345,CLI08382,SKU048,2025-02-16,2
PED005346,CLI09919,SKU006,2025-04-01,5
PED005347,CLI02953,SKU018,2025-10-27,2
PED005348,CLI01927,SKU010,2025-04-26,1
PED005349,CLI08748,SKU016,2025-11-09,1
PED005350,CLI08157,SKU019,2025-04-10,5
PED005351,CLI09313,SKU020,2025-02-09,3
PED005352,CLI08350,SKU034,2025-10-26,5
PED005353,CLI07641,SKU017,2025-06-01,1
PED005354,CLI09277,SKU043,2025-11-02,4
PED005355,CLI07260,SKU016,2025-11-18,2
PED005356,CLI03863,SKU019,2025-12-14,5
PED005357,CLI03131,SKU024,2025-05-14,5
PED005358,CLI05154,SKU004,2025-10-16,4
PED005359,CLI06868,SKU031,2025-09-21,2
PED005360,CLI09788,SKU049,2025-09-12,2
PED005361,CLI00607,SKU003,2025-01-06,4
PED005362,CLI02136,SKU049,2025-10-15,2
PED005363,CLI07317,SKU020,2025-09-18,5
PED005364,CLI08562,SKU028,2025-02-06,2
PED005365,CLI02510,SKU040,2025-06-08,5
PED005366,CLI09690,SKU040,2025-04-27,5
PED005367,CLI01707,SKU009,2025-08-22,5
PED005368,CLI07517,SKU008,2025-08-28,2
PED005369,CLI09774,SKU048,2025-01-10,2
PED005370,CLI03349,SKU023,2025-04-06,2
PED005371,CLI08951,SKU036,2025-01-07,5
PED005372,CLI07444,SKU032,2025-04-11,2
PED005373,CLI04005,SKU017,2025-06-25,2
PED005374,CLI09333,SKU040,2025-04-12,5
PED005375,CLI08799,SKU040,2025-12-02,3
PED005376,CLI06568,SKU015,2025-12-31,1
PED005377,CLI02494,SKU034,2025-09-27,5
PED005378,CLI05859,SKU034,2025-05-11,5
PED005379,CLI03591,SKU004,2025-09-18,4
PED005380,CLI07837,SKU033,2025-07-12,5
PED005381,CLI07743,SKU011,2025-01-16,1
PED005382,CLI09609,SKU016,2025-09-11,2
PED005383,CLI05102,SKU025,2025-12-22,5
PED005384,CLI06203,SKU014,2025-10-08,5
PED005385,CLI09923,SKU027,2025-06-25,3
PED005386,CLI05621,SKU027,2025-01-01,4
PED005387,CLI07173,SKU034,2025-06-24,5
PED005388,CLI00780,SKU040,2025-10-03,2
PED005389,CLI04034,SKU028,2025-10-30,2
PED005390,CLI07042,SKU024,2025-04-21,3
PED005391,CLI04178,SKU013,2025-11-11,3
PED005392,CLI01674,SKU019,2025-11-11,4
PED005393,CLI07791,SKU048,2025-08-15,2
PED005394,CLI02364,SKU048,2025-12-13,1
PED005395,CLI04042,SKU047,2025-05-17,3
PED005396,CLI04977,SKU039,2025-05-17,2
PED005397,CLI06210,SKU033,2025-12-07,5
PED005398,CLI07704,SKU008,2025-09-01,2
PED005399,CLI00515,SKU002,2025-12-14,5
PED005400,CLI05008,SKU049,2025-06-06,2
PED005401,CLI02504,SKU034,2025-04-09,2
PED005402,CLI03280,SKU025,2025-11-18,3
PED005403,CLI09715,SKU020,2025-09-01,2
PED005404,CLI09745,SKU013,2025-11-15,5
PED005405,CLI04955,SKU014,2025-05-05,5
PED005406,CLI01269,SKU030,2025-03-01,2
PED005407,CLI07225,SKU018,2025-04-29,2
PED005408,CLI02831,SKU015,2025-09-18,1
PED005409,CLI09053,SKU023,2025-07-09,3
PED005410,CLI04863,SKU016,2025-01-04,1
PED005411,CLI07236,SKU028,2025-11-30,2
PED005412,CLI09735,SKU014,2025-02-17,4
PED005413,CLI03380,SKU047,2025-09-15,5
PED005414,CLI09670,SKU032,2025-10-28,2
PED005415,CLI03272,SKU038,2025-12-29,1
PED005416,CLI04076,SKU017,2025-08-11,2
PED005417,CLI06555,SKU049,2025-09-12,2
PED005418,CLI09329,SKU050,2025-12-11,3
PED005419,CLI04259,SKU033,2025-01-31,5
PED005420,CLI05165,SKU023,2025-12-15,5
PED005421,CLI04046,SKU045,2025-08-07,2
PED005422,CLI09987,SKU045,2025-10-03,1
PED005423,CLI03032,SKU033,2025-11-29,2
PED005424,CLI06495,SKU024,2025-07-01,2
PED005425,CLI00166,SKU030,2025-03-01,4
PED005426,CLI04798,SKU016,2025-09-14,2
PED005427,CLI01821,SKU004,2025-05-15,5
PED005428,CLI02083,SKU026,2025-12-29,2
PED005429,CLI03597,SKU045,2025-11-16,2
PED005430,CLI05212,SKU020,2025-07-22,5
PED005431,CLI02941,SKU022,2025-06-16,5
PED005432,CLI02777,SKU031,2025-09-27,2
PED005433,CLI06263,SKU018,2025-10-29,5
PED005434,CLI03022,SKU023,2025-04-29,2
PED005435,CLI00653,SKU040,2025-07-19,4
PED005436,CLI05748,SKU046,2025-11-06,2
PED005437,CLI04050,SKU049,2025-08-18,2
PED005438,CLI03866,SKU009,2025-12-10,3
PED005439,CLI07575,SKU036,2025-07-10,4
PED005440,CLI01212,SKU003,2025-07-07,2
PED005441,CLI06200,SKU019,2025-01-27,3
PED005442,CLI05518,SKU021,2025-12-28,2
PED005443,CLI04797,SKU005,2025-09-11,5
PED005444,CLI07719,SKU016,2025-02-02,1
PED005445,CLI02777,SKU022,2025-11-11,4
PED005446,CLI06294,SKU045,2025-09-12,2
PED005447,CLI03308,SKU025,2025-06-26,3
PED005448,CLI00964,SKU004,2025-10-24,2
PED005449,CLI09801,SKU046,2025-05-09,1
PED005450,CLI05383,SKU018,2025-12-17,5
PED005451,CLI03738,SKU025,2025-12-16,5
PED005452,CLI04424,SKU026,2025-07-23,5
PED005453,CLI02718,SKU009,2025-02-22,3
PED005454,CLI01632,SKU015,2025-07-26,1
PED005455,CLI01546,SKU002,2025-12-03,2
PED005456,CLI01253,SKU040,2025-02-10,4
PED005457,CLI09786,SKU043,2025-11-28,3
PED005458,CLI05925,SKU001,2025-03-26,2
PED005459,CLI06888,SKU043,2025-01-12,3
PED005460,CLI04162,SKU019,2025-10-24,5
PED005461,CLI01240,SKU018,2025-11-16,2
PED005462,CLI08264,SKU041,2025-03-23,1
PED005463,CLI02474,SKU036,2025-10-19,5
PED005464,CLI03650,SKU022,2025-04-19,2
PED005465,CLI00254,SKU025,2025-02-26,4
PED005466,CLI05039,SKU029,2025-10-20,1
PED005467,CLI02835,SKU022,2025-01-20,2
PED005468,CLI06381,SKU039,2025-12-23,1
PED005469,CLI02419,SKU013,2025-11-15,4
PED005470,CLI01394,SKU005,2025-05-21,4
PED005471,CLI05180,SKU008,2025-09-19,2
PED005472,CLI03147,SKU002,2025-01-23,2
PED005473,CLI06744,SKU010,2025-04-11,2
PED005474,CLI03379,SKU049,2025-01-27,1
PED005475,CLI05679,SKU023,2025-05-23,2
PED005476,CLI03513,SKU012,2025-04-26,2
PED005477,CLI06820,SKU046,2025-03-12,1
PED005478,CLI05990,SKU010,2025-10-13,2
PED005479,CLI02724,SKU001,2025-09-15,2
PED005480,CLI04211,SKU007,2025-04-11,4
PED005481,CLI08961,SKU049,2025-05-04,2
PED005482,CLI02246,SKU049,2025-03-16,1
PED005483,CLI00798,SKU012,2025-02-27,4
PED005484,CLI06950,SKU012,2025-02-08,5
PED005485,CLI03601,SKU024,2025-07-26,2
PED005486,CLI08907,SKU005,2025-10-26,2
PED005487,CLI02374,SKU010,2025-05-31,2
PED005488,CLI03129,SKU014,2025-05-14,5
PED005489,CLI07195,SKU037,2025-03-16,1
PED005490,CLI03614,SKU031,2025-09-24,2
PED005491,CLI07470,SKU003,2025-04-20,5
PED005492,CLI09630,SKU025,2025-09-17,4
PED005493,CLI09541,SKU006,2025-12-14,2
PED005494,CLI04329,SKU044,2025-11-10,1
PED005495,CLI06183,SKU011,2025-12-14,2
PED005496,CLI00542,SKU029,2025-08-11,2
PED005497,CLI02539,SKU003,2025-08-26,3
PED005498,CLI07403,SKU001,2025-10-31,1
PED005499,CLI02220,SKU003,2025-04-13,3
PED005500,CLI09576,SKU031,2025-10-19,3
PED005501,CLI00367,SKU005,2025-10-30,5
PED005502,CLI02876,SKU048,2025-11-08,1
PED005503,CLI03874,SKU041,2025-02-23,1
PED005504,CLI00454,SKU012,2025-07-11,4
PED005505,CLI07491,SKU047,2025-02-28,3
PED005506,CLI02933,SKU022,2025-05-18,4
PED005507,CLI06658,SKU017,2025-05-13,2
PED005508,CLI08249,SKU019,2025-08-09,2
PED005509,CLI02089,SKU010,2025-06-17,1
PED005510,CLI01536,SKU047,2025-11-28,5
PED005511,CLI02652,SKU028,2025-11-16,1
PED005512,CLI09237,SKU045,2025-01-16,2
PED005513,CLI01855,SKU003,2025-05-27,4
PED005514,CLI02831,SKU038,2025-08-07,2
PED005515,CLI00941,SKU043,2025-10-29,3
PED005516,CLI03130,SKU025,2025-12-12,4
PED005517,CLI06274,SKU018,2025-12-11,5
PED005518,CLI07340,SKU026,2025-09-25,3
PED005519,CLI00302,SKU046,2025-10-02,2
PED005520,CLI00799,SKU018,2025-11-09,2
PED005521,CLI09113,SKU010,2025-02-09,1
PED005522,CLI05449,SKU025,2025-04-01,4
PED005523,CLI01057,SKU044,2025-04-30,2
PED005524,CLI02662,SKU006,2025-01-01,4
PED005525,CLI01370,SKU034,2025-01-07,2
PED005526,CLI07844,SKU017,2025-01-03,1
PED005527,CLI03768,SKU007,2025-06-17,5
PED005528,CLI08621,SKU032,2025-10-17,5
PED005529,CLI08638,SKU021,2025-10-05,2
PED005530,CLI09657,SKU040,2025-05-09,2
PED005531,CLI05230,SKU025,2025-08-03,2
PED005532,CLI04264,SKU042,2025-10-18,2
PED005533,CLI07341,SKU013,2025-05-05,5
PED005534,CLI00038,SKU001,2025-08-22,1
PED005535,CLI06838,SKU034,2025-06-15,4
PED005536,CLI09230,SKU022,2025-05-17,4
PED005537,CLI05249,SKU020,2025-07-03,5
PED005538,CLI06327,SKU034,2025-03-18,2
PED005539,CLI04005,SKU015,2025-12-10,2
PED005540,CLI02909,SKU027,2025-01-26,3
PED005541,CLI08935,SKU025,2025-05-06,5
PED005542,CLI02968,SKU027,2025-05-28,4
PED005543,CLI08644,SKU018,2025-05-18,4
PED005544,CLI00958,SKU036,2025-12-10,5
PED005545,CLI09252,SKU042,2025-09-19,5
PED005546,CLI07088,SKU001,2025-03-09,1
PED005547,CLI01253,SKU021,2025-08-02,1
PED005548,CLI05673,SKU008,2025-11-03,1
PED005549,CLI01086,SKU040,2025-04-28,5
PED005550,CLI07812,SKU046,2025-11-27,2
PED005551,CLI04581,SKU025,2025-07-18,2
PED005552,CLI03736,SKU043,2025-01-05,4
PED005553,CLI07209,SKU033,2025-11-28,5
PED005554,CLI01654,SKU033,2025-11-05,2
PED005555,CLI08140,SKU021,2025-09-28,2
PED005556,CLI07980,SKU005,2025-08-01,2
PED005557,CLI05112,SKU022,2025-10-10,4
PED005558,CLI04798,SKU041,2025-07-13,2
PED005559,CLI07982,SKU037,2025-08-11,1
PED005560,CLI04262,SKU046,2025-05-05,2
PED005561,CLI05865,SKU029,2025-02-27,1
PED005562,CLI06655,SKU029,2025-03-15,2
PED005563,CLI05435,SKU038,2025-05-02,1
PED005564,CLI01614,SKU009,2025-06-16,4
PED005565,CLI02915,SKU004,2025-11-09,2
PED005566,CLI09948,SKU004,2025-12-11,4
PED005567,CLI00763,SKU018,2025-03-20,5
PED005568,CLI04138,SKU039,2025-10-06,2
PED005569,CLI03252,SKU032,2025-09-20,5
PED005570,CLI05832,SKU043,2025-10-06,4
PED005571,CLI09439,SKU034,2025-08-05,4
PED005572,CLI03434,SKU002,2025-01-09,4
PED005573,CLI07314,SKU034,2025-05-06,5
PED005574,CLI02774,SKU030,2025-12-01,3
PED005575,CLI09070,SKU017,2025-01-15,2
PED005576,CLI00147,SKU019,2025-06-16,5
PED005577,CLI05243,SKU006,2025-11-12,4
PED005578,CLI04602,SKU007,2025-05-23,4
PED005579,CLI09908,SKU015,2025-02-20,2
PED005580,CLI00031,SKU044,2025-01-21,2
PED005581,CLI04616,SKU002,2025-12-21,2
PED005582,CLI07549,SKU032,2025-02-08,4
PED005583,CLI01521,SKU036,2025-06-06,4
PED005584,CLI08312,SKU034,2025-11-11,3
PED005585,CLI00188,SKU013,2025-07-22,4
PED005586,CLI07968,SKU016,2025-11-17,2
PED005587,CLI04442,SKU024,2025-01-08,2
PED005588,CLI07243,SKU022,2025-11-08,3
PED005589,CLI08424,SKU023,2025-01-26,2
PED005590,CLI06699,SKU020,2025-08-07,3
PED005591,CLI07984,SKU038,2025-08-22,2
PED005592,CLI05298,SKU048,2025-03-08,1
PED005593,CLI08259,SKU036,2025-06-03,3
PED005594,CLI06189,SKU016,2025-04-04,2
PED005595,CLI04788,SKU049,2025-11-15,1
PED005596,CLI07976,SKU043,2025-10-13,5
PED005597,CLI08369,SKU023,2025-08-04,4
PED005598,CLI04470,SKU005,2025-05-07,2
PED005599,CLI09482,SKU002,2025-02-05,2
PED005600,CLI04159,SKU009,2025-02-10,2
PED005601,CLI09804,SKU046,2025-05-30,2
PED005602,CLI04970,SKU026,2025-12-13,3
PED005603,CLI07069,SKU032,2025-07-19,2
PED005604,CLI09616,SKU004,2025-02-15,3
PED005605,CLI01092,SKU022,2025-02-02,3
PED005606,CLI05992,SKU043,2025-07-30,3
PED005607,CLI04322,SKU033,2025-10-27,5
PED005608,CLI09560,SKU021,2025-01-19,2
PED005609,CLI09284,SKU019,2025-07-07,4
PED005610,CLI04389,SKU039,2025-12-05,2
PED005611,CLI06672,SKU031,2025-07-01,4
PED005612,CLI06606,SKU008,2025-03-28,2
PED005613,CLI00201,SKU012,2025-07-30,4
PED005614,CLI04330,SKU044,2025-12-27,2
PED005615,CLI09473,SKU042,2025-10-20,2
PED005616,CLI08762,SKU001,2025-01-23,2
PED005617,CLI05461,SKU044,2025-06-04,2
PED005618,CLI05879,SKU013,2025-03-10,4
PED005619,CLI07616,SKU027,2025-07-05,4
PED005620,CLI08253,SKU022,2025-12-08,4
PED005621,CLI07953,SKU003,2025-10-04,2
PED005622,CLI02621,SKU002,2025-06-15,5
PED005623,CLI06757,SKU004,2025-04-18,3
PED005624,CLI00999,SKU039,2025-08-31,2
PED005625,CLI09204,SKU043,2025-09-01,2
PED005626,CLI09441,SKU020,2025-03-03,3
PED005627,CLI07239,SKU003,2025-03-29,2
PED005628,CLI02885,SKU006,2025-11-10,5
PED005629,CLI02017,SKU035,2025-06-10,3
PED005630,CLI02950,SKU018,2025-06-06,3
PED005631,CLI00514,SKU037,2025-06-24,2
PED005632,CLI02614,SKU011,2025-08-13,2
PED005633,CLI08868,SKU025,2025-08-06,2
PED005634,CLI04937,SKU011,2025-11-30,2
PED005635,CLI08147,SKU003,2025-05-16,3
PED005636,CLI01087,SKU001,2025-03-18,2
PED005637,CLI00652,SKU029,2025-09-01,1
PED005638,CLI05171,SKU037,2025-03-13,1
PED005639,CLI07760,SKU020,2025-05-18,2
PED005640,CLI07451,SKU001,2025-10-21,2
PED005641,CLI07069,SKU022,2025-07-30,5
PED005642,CLI02344,SKU047,2025-12-12,2
PED005643,CLI06773,SKU032,2025-04-10,5
PED005644,CLI09324,SKU015,2025-02-13,2
PED005645,CLI08752,SKU009,2025-03-25,5
PED005646,CLI02638,SKU017,2025-10-21,2
PED005647,CLI05605,SKU020,2025-11-21,2
PED005648,CLI05593,SKU023,2025-12-27,5
PED005649,CLI01286,SKU025,2025-03-24,5
PED005650,CLI08530,SKU031,2025-07-30,3
PED005651,CLI04705,SKU024,2025-06-22,2
PED005652,CLI00191,SKU020,2025-08-01,5
PED005653,CLI02772,SKU041,2025-11-21,1
PED005654,CLI04973,SKU019,2025-02-04,3
PED005655,CLI07682,SKU001,2025-09-16,2
PED005656,CLI06065,SKU023,2025-05-24,5
PED005657,CLI05905,SKU038,2025-10-23,1
PED005658,CLI03863,SKU025,2025-08-13,4
PED005659,CLI02817,SKU009,2025-06-21,2
PED005660,CLI04667,SKU047,2025-01-23,2
PED005661,CLI02983,SKU044,2025-04-23,2
PED005662,CLI04483,SKU048,2025-12-01,1
PED005663,CLI04664,SKU006,2025-01-30,2
PED005664,CLI08260,SKU001,2025-10-09,2
PED005665,CLI01056,SKU027,2025-02-15,3
PED005666,CLI03936,SKU042,2025-04-04,5
PED005667,CLI03298,SKU013,2025-03-14,2
PED005668,CLI01697,SKU020,2025-10-12,5
PED005669,CLI03444,SKU003,2025-07-31,3
PED005670,CLI08777,SKU033,2025-07-31,3
PED005671,CLI06690,SKU020,2025-03-27,2
PED005672,CLI09767,SKU004,2025-06-29,4
PED005673,CLI08211,SKU019,2025-02-07,3
PED005674,CLI02617,SKU020,2025-04-18,4
PED005675,CLI07128,SKU008,2025-09-25,1
PED005676,CLI05712,SKU008,2025-02-07,2
PED005677,CLI09192,SKU004,2025-09-01,3
PED005678,CLI02235,SKU044,2025-10-31,1
PED005679,CLI05790,SKU050,2025-08-01,3
PED005680,CLI09592,SKU009,2025-04-11,3
PED005681,CLI09768,SKU009,2025-03-14,5
PED005682,CLI05220,SKU015,2025-04-17,2
PED005683,CLI05794,SKU024,2025-09-28,2
PED005684,CLI01599,SKU042,2025-10-30,3
PED005685,CLI01376,SKU049,2025-10-05,2
PED005686,CLI02232,SKU044,2025-01-06,1
PED005687,CLI08448,SKU017,2025-12-22,2
PED005688,CLI09211,SKU047,2025-02-05,2
PED005689,CLI08837,SKU026,2025-03-27,4
PED005690,CLI05593,SKU007,2025-06-30,4
PED005691,CLI08517,SKU039,2025-06-28,1
PED005692,CLI00820,SKU033,2025-12-29,5
PED005693,CLI06211,SKU008,2025-07-24,2
PED005694,CLI05845,SKU017,2025-09-08,1
PED005695,CLI06385,SKU032,2025-07-11,5
PED005696,CLI00845,SKU042,2025-12-03,5
PED005697,CLI02467,SKU048,2025-09-01,1
PED005698,CLI04035,SKU032,2025-03-10,5
PED005699,CLI08210,SKU019,2025-07-29,3
PED005700,CLI08892,SKU001,2025-04-25,1
PED005701,CLI06202,SKU014,2025-04-13,4
PED005702,CLI03330,SKU003,2025-11-19,3
PED005703,CLI05369,SKU016,2025-09-02,2
PED005704,CLI00374,SKU038,2025-09-16,1
PED005705,CLI03269,SKU042,2025-10-10,2
PED005706,CLI02094,SKU031,2025-02-10,3
PED005707,CLI00762,SKU046,2025-03-25,1
PED005708,CLI08558,SKU027,2025-09-21,5
PED005709,CLI07650,SKU031,2025-01-31,4
PED005710,CLI00457,SKU045,2025-09-19,2
PED005711,CLI05458,SKU036,2025-02-22,2
PED005712,CLI01479,SKU027,2025-07-13,3
PED005713,CLI02905,SKU045,2025-01-28,2
PED005714,CLI08518,SKU025,2025-03-05,4
PED005715,CLI05224,SKU050,2025-05-18,4
PED005716,CLI07476,SKU021,2025-06-23,1
PED005717,CLI07735,SKU047,2025-01-26,2
PED005718,CLI08612,SKU031,2025-03-17,4
PED005719,CLI03057,SKU043,2025-05-02,5
PED005720,CLI09203,SKU020,2025-10-02,3
PED005721,CLI04039,SKU022,2025-11-16,4
PED005722,CLI01458,SKU022,2025-12-01,5
PED005723,CLI08648,SKU043,2025-05-14,2
PED005724,CLI01560,SKU026,2025-10-25,4
PED005725,CLI08009,SKU028,2025-04-27,1
PED005726,CLI00007,SKU032,2025-10-11,2
PED005727,CLI04789,SKU015,2025-06-21,2
PED005728,CLI01579,SKU009,2025-05-12,4
PED005729,CLI01656,SKU004,2025-08-29,4
PED005730,CLI04618,SKU045,2025-01-14,2
PED005731,CLI02066,SKU002,2025-07-31,2
PED005732,CLI07917,SKU012,2025-01-18,5
PED005733,CLI00955,SKU040,2025-06-05,4
PED005734,CLI08201,SKU032,2025-06-23,2
PED005735,CLI06311,SKU024,2025-10-02,4
PED005736,CLI05925,SKU030,2025-10-14,5
PED005737,CLI00662,SKU019,2025-04-08,3
PED005738,CLI04641,SKU049,2025-11-21,1
PED005739,CLI09898,SKU005,2025-11-29,3
PED005740,CLI02041,SKU035,2025-12-30,4
PED005741,CLI05304,SKU016,2025-07-02,2
PED005742,CLI08256,SKU014,2025-03-10,4
PED005743,CLI09167,SKU031,2025-03-26,2
