id_cliente,idade,renda_mensal,estado,canal_aquisicao
CLI02077,56,4305.75,BA,Google
CLI02078,43,7665.33,SC,Orgânico
CLI02079,63,2624.41,SC,Orgânico
CLI02080,67,5132.56,PE,Orgânico
CLI02081,32,2572.51,PR,TikTok
CLI02082,51,7177.61,PE,Google
CLI02083,59,6691.94,RS,Google
CLI02084,61,6557.73,PE,Google
CLI02085,66,13568.4,PE,Orgânico
CLI02086,57,4402.77,RS,Google
CLI02087,28,4572.09,MG,Instagram
CLI02088,20,3661.12,MG,Google
CLI02089,23,2147.17,SP,TikTok
CLI02090,26,5621.0,RS,TikTok
CLI02091,23,4529.6,PR,Instagram
CLI02092,26,4006.94,MG,Orgânico
CLI02093,56,7676.0,SC,Orgânico
CLI02094,48,1848.41,RJ,Google
CLI02095,49,11918.3,RJ,Google
CLI02096,58,14211.37,RS,Google
CLI02097,67,7469.74,PE,Google
CLI02098,29,6311.35,PR,TikTok
CLI02099,25,6110.96,PE,Instagram
CLI02100,25,6485.81,SP,Orgânico
CLI02101,67,7493.61,RJ,Google
CLI02102,45,7343.96,SC,Orgânico
CLI02103,37,4309.54,SC,Google
CLI02104,64,2976.35,SC,Google
CLI02105,24,1878.1,PE,TikTok
CLI02106,28,7272.36,RJ,TikTok
CLI02107,37,6515.16,MG,Orgânico
CLI02108,33,3398.53,PE,Instagram
CLI02109,21,3470.46,PE,Instagram
CLI02110,23,3769.88,BA,Google
CLI02111,39,3483.61,SC,Orgânico
CLI02112,43,6665.41,SP,Orgânico
CLI02113,20,2495.32,PR,Instagram
CLI02114,58,10212.98,PR,Orgânico
CLI02115,59,8347.6,PR,Google
CLI02116,31,10260.21,MG,TikTok
CLI02117,28,7502.56,PR,Instagram
CLI02118,35,6589.87,PR,Instagram
CLI02119,29,5320.36,RJ,TikTok
CLI02120,40,6364.27,MG,Instagram
CLI02121,29,8719.54,MG,TikTok
CLI02122,30,5910.58,RJ,TikTok
CLI02123,42,4227.77,SP,Orgânico
CLI02124,62,7974.81,BA,Instagram
CLI02125,68,9461.03,PR,Google
CLI02126,36,6494.58,PE,Google
CLI02127,63,10587.51,SP,Google
CLI02128,53,9060.7,RJ,TikTok
CLI02129,62,7210.83,RJ,Google
CLI02130,25,5730.71,RJ,TikTok
CLI02131,46,10523.39,PE,Orgânico
CLI02132,49,7548.54,RJ,Orgânico
CLI02133,68,5903.32,RS,Orgânico
CLI02134,61,6846.29,PE,Google
CLI02135,35,3715.04,SC,TikTok
CLI02136,23,2316.85,PE,TikTok
CLI02137,35,6344.32,RJ,TikTok
CLI02138,36,6307.53,SP,Orgânico
CLI02139,39,7743.69,RJ,Orgânico
CLI02140,54,8818.45,PE,Orgânico
CLI02141,49,11260.31,PE,Instagram
CLI02142,58,10676.99,SP,Orgânico
CLI02143,20,3909.9,RJ,TikTok
CLI02144,45,7608.82,RJ,Google
CLI02145,27,5498.42,SC,Instagram
CLI02146,68,10818.41,BA,Instagram
CLI02147,52,7735.85,PE,Instagram
CLI02148,46,7839.36,PE,Orgânico
CLI02149,32,6163.29,RJ,Instagram
CLI02150,50,12100.7,PR,Orgânico
CLI02151,24,3400.73,SC,Google
CLI02152,29,2791.76,PE,Instagram
CLI02153,66,4763.99,SC,Google
CLI02154,47,7175.5,PR,Google
CLI02155,38,6485.19,BA,Instagram
CLI02156,48,12255.46,RS,Instagram
CLI02157,41,3609.06,BA,Google
CLI02158,37,7249.21,SC,Orgânico
CLI02159,54,6287.9,RJ,Orgânico
CLI02160,21,2668.88,PE,Google
CLI02161,45,9444.36,PR,Orgânico
CLI02162,61,12704.44,BA,Orgânico
CLI02163,37,5101.43,RJ,Google
CLI02164,41,4063.83,PE,Google
CLI02165,67,3307.45,SC,Orgânico
CLI02166,66,8893.88,MG,Orgânico
CLI02167,68,3575.61,PR,Instagram
CLI02168,49,5403.31,SP,Google
CLI02169,58,8037.03,SC,Google
CLI02170,53,651.9,BA,Instagram
CLI02171,51,6860.82,BA,Google
CLI02172,53,4505.57,MG,Google
CLI02173,19,3114.39,SC,Orgânico
CLI02174,32,9878.93,RJ,Google
CLI02175,51,4792.37,RS,Orgânico
CLI02176,53,9408.44,RS,TikTok
CLI02177,23,4562.49,RJ,Instagram
CLI02178,56,6906.72,RS,TikTok
CLI02179,59,6211.62,RJ,Orgânico
CLI02180,68,6757.38,PE,Google
CLI02181,68,4675.44,PE,Google
CLI02182,29,3915.65,MG,Instagram
CLI02183,20,3188.98,RJ,Instagram
CLI02184,62,4011.44,PE,Instagram
CLI02185,35,6240.75,SC,TikTok
CLI02186,57,5928.74,SC,Google
CLI02187,38,4354.1,RS,Google
CLI02188,32,3072.99,SC,Instagram
CLI02189,50,3228.76,PR,Orgânico
CLI02190,52,8178.45,SC,Google
CLI02191,43,7814.47,RJ,Orgânico
CLI02192,25,5228.13,BA,TikTok
CLI02193,53,7877.82,BA,Google
CLI02194,65,6881.87,PR,Google
CLI02195,47,3632.31,PR,Google
CLI02196,40,7595.13,PR,Orgânico
CLI02197,59,11056.77,PR,Orgânico
CLI02198,61,13441.02,RS,Orgânico
CLI02199,31,8218.2,MG,Instagram
CLI02200,31,5790.46,BA,Instagram
CLI02201,19,2376.5,RS,Orgânico
CLI02202,54,12479.72,SC,Google
CLI02203,22,2752.83,MG,TikTok
CLI02204,55,10077.95,RS,Orgânico
CLI02205,62,5531.54,SP,Google
CLI02206,58,8989.55,PE,Google
CLI02207,64,10911.81,MG,Orgânico
CLI02208,31,484.29,RS,Instagram
CLI02209,56,6424.57,BA,Google
CLI02210,42,7054.66,BA,Google
CLI02211,37,7054.14,RS,Google
CLI02212,19,3953.01,PR,TikTok
CLI02213,56,10545.32,SC,Google
CLI02214,23,1627.17,RS,TikTok
CLI02215,34,7413.95,SC,Google
CLI02216,42,6499.45,RJ,Google
CLI02217,45,1167.13,RS,Orgânico
CLI02218,19,1874.33,MG,Instagram
CLI02219,52,6592.49,SC,Orgânico
CLI02220,54,10385.75,SP,Orgânico
CLI02221,22,3082.12,SP,Instagram
CLI02222,18,2761.76,BA,TikTok
CLI02223,57,9674.3,RS,Google
CLI02224,29,3430.11,MG,TikTok
CLI02225,53,7578.88,RS,Orgânico
CLI02226,62,5673.4,RS,Orgânico
CLI02227,40,8157.7,RJ,Google
CLI02228,64,5655.53,RS,Orgânico
CLI02229,48,8223.31,PE,Orgânico
CLI02230,28,2478.73,RS,TikTok
CLI02231,27,5429.81,BA,Instagram
CLI02232,20,2241.0,SP,Instagram
CLI02233,31,6159.39,RJ,Instagram
CLI02234,33,4790.25,BA,Instagram
CLI02235,27,4497.95,BA,Instagram
CLI02236,46,11023.87,BA,Orgânico
CLI02237,27,6909.35,MG,Google
CLI02238,29,7102.8,BA,Google
CLI02239,47,9307.43,RS,Orgânico
CLI02240,58,9572.61,SC,Google
CLI02241,18,2617.73,RJ,TikTok
CLI02242,22,2964.31,RS,Orgânico
CLI02243,37,1646.44,SP,Orgânico
CLI02244,25,6788.22,PE,Instagram
CLI02245,60,14148.52,RJ,Google
CLI02246,29,6124.3,SC,Instagram
CLI02247,18,3154.76,RS,Instagram
CLI02248,37,867.76,SC,Google
CLI02249,45,10691.59,PE,Orgânico
CLI02250,60,8344.69,BA,Orgânico
CLI02251,54,8460.32,SP,Google
CLI02252,64,97.05,RJ,Google
CLI02253,54,5499.98,RJ,Orgânico
CLI02254,29,6709.55,PE,Instagram
CLI02255,54,9964.0,PR,Orgânico
CLI02256,66,5145.04,SP,Google
CLI02257,66,3265.91,BA,Google
CLI02258,61,8379.74,RJ,Instagram
CLI02259,45,720.32,MG,Orgânico
CLI02260,64,4553.98,PR,Instagram
CLI02261,32,4686.46,PE,Instagram
CLI02262,23,1655.3,SP,Instagram
CLI02263,61,9461.75,PE,Orgânico
CLI02264,37,6707.13,SC,Orgânico
CLI02265,67,2149.49,SP,Instagram
CLI02266,31,4978.45,MG,Instagram
CLI02267,19,4093.11,MG,TikTok
CLI02268,26,7820.92,SC,TikTok
CLI02269,54,6949.27,SC,Orgânico
CLI02270,37,9338.77,SC,Orgânico
CLI02271,43,3230.81,PE,Orgânico
CLI02272,46,6977.18,BA,Google
CLI02273,18,2691.61,PR,TikTok
CLI02274,52,3741.57,BA,Orgânico
CLI02275,23,3934.19,PE,Instagram
CLI02276,54,5786.83,MG,Google
CLI02277,22,2316.41,SC,TikTok
CLI02278,50,6965.11,MG,Google
CLI02279,66,7059.98,PR,Orgânico
CLI02280,68,6005.44,RS,Google
CLI02281,31,6398.76,BA,Instagram
CLI02282,29,4308.74,PR,Instagram
CLI02283,59,6986.59,BA,Orgânico
CLI02284,37,5633.82,PE,Orgânico
CLI02285,67,4665.12,RS,Google
CLI02286,41,3642.12,MG,TikTok
CLI02287,60,7336.45,SC,Instagram
CLI02288,51,7616.4,PE,Google
CLI02289,42,4333.73,PE,Google
CLI02290,67,6708.47,RS,Google
CLI02291,46,10240.23,SP,Orgânico
CLI02292,56,9124.83,RJ,Orgânico
CLI02293,48,7679.44,MG,Instagram
CLI02294,64,5146.1,RS,Orgânico
CLI02295,60,10270.63,PR,Google
CLI02296,67,5220.99,BA,TikTok
CLI02297,40,8420.13,BA,Orgânico
CLI02298,61,7838.18,SC,Instagram
CLI02299,55,7378.71,PE,Google
CLI02300,37,5366.63,RS,TikTok
CLI02301,40,7042.01,RJ,Orgânico
CLI02302,62,3149.19,MG,Orgânico
CLI02303,69,12211.41,SP,Google
CLI02304,33,4294.46,SP,Google
CLI02305,67,7615.66,PR,Google
CLI02306,59,7597.32,PR,Orgânico
CLI02307,25,2915.61,PR,TikTok
CLI02308,67,13799.58,MG,Google
CLI02309,38,6926.54,PE,Orgânico
CLI02310,18,3026.75,SP,TikTok
CLI02311,25,6853.58,PE,Google
CLI02312,46,3669.23,SP,Orgânico
CLI02313,49,2678.08,PR,Google
CLI02314,55,5612.47,PR,Google
CLI02315,22,3360.12,BA,Instagram
CLI02316,64,11236.49,SC,Google
CLI02317,39,7590.87,BA,Google
CLI02318,64,7245.08,SP,Instagram
CLI02319,51,11328.15,PR,Google
CLI02320,18,3052.02,BA,TikTok
CLI02321,43,3948.11,PR,Orgânico
CLI02322,60,2198.62,PR,Instagram
CLI02323,27,3330.35,RS,Instagram
CLI02324,47,5568.98,SC,TikTok
CLI02325,67,8047.09,SP,Orgânico
CLI02326,35,7645.72,SP,TikTok
CLI02327,34,4153.76,SP,Orgânico
CLI02328,43,5855.14,SC,Orgânico
CLI02329,25,4331.25,MG,Google
CLI02330,64,5288.45,SC,TikTok
CLI02331,57,13050.12,BA,Google
CLI02332,66,7501.55,RS,Orgânico
CLI02333,29,10968.29,RJ,Instagram
CLI02334,44,8384.95,BA,Google
CLI02335,25,6408.0,RS,Instagram
CLI02336,42,7354.3,BA,Google
CLI02337,63,10282.8,SC,Orgânico
CLI02338,21,1608.64,BA,TikTok
CLI02339,50,7338.77,RJ,Orgânico
CLI02340,18,1180.3,BA,TikTok
CLI02341,36,5517.89,RS,Google
CLI02342,48,5117.06,PR,Orgânico
CLI02343,33,8481.88,BA,Orgânico
CLI02344,31,7692.7,PE,Orgânico
CLI02345,65,10722.37,RJ,Orgânico
CLI02346,22,2959.36,SC,TikTok
CLI02347,58,2668.36,MG,Google
CLI02348,43,8226.0,SP,Instagram
CLI02349,45,9468.94,SC,Google
CLI02350,19,4350.04,SP,Instagram
CLI02351,67,11027.98,RS,TikTok
CLI02352,23,3581.44,RJ,Instagram
CLI02353,26,8228.16,PR,Instagram
CLI02354,50,4955.62,PE,Google
CLI02355,58,8937.36,PR,TikTok
CLI02356,42,7065.19,SC,Orgânico
CLI02357,65,8430.25,PE,Google
CLI02358,30,9579.58,BA,TikTok
CLI02359,26,6592.37,RJ,Google
CLI02360,30,6320.52,PE,Instagram
CLI02361,48,6954.06,RJ,Orgânico
CLI02362,58,8353.87,SP,Orgânico
CLI02363,28,6717.11,RS,Instagram
CLI02364,21,2496.77,BA,Instagram
CLI02365,51,6757.27,RS,Orgânico
CLI02366,55,6431.38,RJ,Google
CLI02367,63,9066.21,BA,Google
CLI02368,21,1823.1,MG,Orgânico
CLI02369,55,3559.2,PR,Orgânico
CLI02370,36,5720.97,RS,Orgânico
CLI02371,23,3845.38,PE,Google
CLI02372,51,2435.64,PE,Orgânico
CLI02373,35,4565.43,MG,Instagram
CLI02374,30,7320.52,RS,TikTok
CLI02375,58,6075.3,MG,Orgânico
CLI02376,40,5955.23,SP,Google
CLI02377,36,7303.68,RJ,Google
CLI02378,62,6932.51,SP,Google
CLI02379,28,4649.92,RS,Instagram
CLI02380,18,3009.5,PR,Instagram
CLI02381,41,6173.39,BA,Orgânico
CLI02382,24,4087.44,SP,Google
CLI02383,42,9058.2,RS,Google
CLI02384,38,8235.04,PE,Orgânico
CLI02385,32,8240.26,MG,TikTok
CLI02386,18,3062.75,BA,Instagram
CLI02387,29,7587.87,SP,Instagram
CLI02388,24,2332.58,PE,Instagram
CLI02389,32,3581.35,RJ,TikTok
CLI02390,38,6605.49,SP,Google
CLI02391,36,6512.72,RJ,Google
CLI02392,46,14843.0,PE,Instagram
CLI02393,42,5744.01,BA,Orgânico
CLI02394,50,12742.44,BA,Orgânico
CLI02395,66,7083.31,MG,Google
CLI02396,49,10399.71,RJ,Orgânico
CLI02397,66,12185.1,RJ,Google
CLI02398,52,12169.86,BA,Orgânico
CLI02399,61,6246.9,RS,Google
CLI02400,55,5427.84,RJ,Google
CLI02401,43,7181.38,BA,Orgânico
CLI02402,28,3182.03,BA,TikTok
CLI02403,52,8717.79,RS,Google
CLI02404,25,6606.31,RJ,Instagram
CLI02405,63,11248.13,PR,Google
CLI02406,31,4500.67,SC,TikTok
CLI02407,27,5331.89,RS,Instagram
CLI02408,19,2987.55,PE,TikTok
CLI02409,63,8550.1,PR,Orgânico
CLI02410,26,8972.3,SP,Instagram
CLI02411,20,2499.27,PR,Google
CLI02412,38,5553.2,PR,Instagram
CLI02413,43,5605.78,RJ,Orgânico
CLI02414,25,7516.13,SP,TikTok
CLI02415,65,4661.13,SP,Google
CLI02416,19,2152.96,PE,Instagram
CLI02417,23,2427.59,PE,Orgânico
CLI02418,45,9176.55,MG,Instagram
CLI02419,46,10282.49,RJ,Google
CLI02420,43,3982.94,PR,Google
CLI02421,42,5506.28,MG,Google
CLI02422,29,2879.13,MG,TikTok
CLI02423,22,3365.0,RS,TikTok
CLI02424,51,7079.04,BA,Google
CLI02425,65,10893.73,PE,Orgânico
CLI02426,54,4495.37,BA,Instagram
CLI02427,32,8898.58,BA,Instagram
CLI02428,61,9558.39,PR,Google
CLI02429,53,9328.56,BA,Google
CLI02430,32,10519.2,SP,Instagram
CLI02431,60,9796.74,RJ,Google
CLI02432,65,8542.23,PE,Google
CLI02433,40,8727.09,RJ,Google
CLI02434,23,4231.36,PR,TikTok
CLI02435,63,8854.24,BA,Orgânico
CLI02436,67,3650.75,RJ,Google
CLI02437,61,12139.21,PE,Orgânico
CLI02438,60,9601.51,SC,Google
CLI02439,62,3858.96,PE,Orgânico
CLI02440,38,8766.11,BA,Orgânico
CLI02441,40,4976.26,MG,Orgânico
CLI02442,60,6305.71,MG,Orgânico
CLI02443,33,8829.49,SC,Instagram
CLI02444,64,5070.94,RJ,Google
CLI02445,32,4862.92,SP,Instagram
CLI02446,42,5425.28,RS,Orgânico
CLI02447,53,9857.95,PE,Orgânico
CLI02448,28,9748.85,SC,TikTok
CLI02449,68,10812.34,SC,Google
CLI02450,32,4783.69,PE,TikTok
CLI02451,21,4895.43,BA,Instagram
CLI02452,38,6487.65,BA,Google
CLI02453,30,3513.28,PE,Instagram
CLI02454,39,6160.08,MG,Google
CLI02455,36,8644.81,PE,Google
CLI02456,51,5790.72,SP,Google
CLI02457,31,7653.17,SP,TikTok
CLI02458,21,3968.54,RJ,Orgânico
CLI02459,65,8473.31,SP,Instagram
CLI02460,69,10163.66,RJ,Orgânico
CLI02461,63,4353.92,BA,Orgânico
CLI02462,44,6882.17,PE,Orgânico
CLI02463,46,6176.46,BA,Orgânico
CLI02464,64,13490.05,PR,Orgânico
CLI02465,45,7062.02,PE,Orgânico
CLI02466,52,11112.92,SC,Google
CLI02467,25,7697.61,RS,TikTok
CLI02468,33,5871.16,RS,TikTok
CLI02469,59,7119.18,BA,Google
CLI02470,53,1907.65,SC,Instagram
CLI02471,47,9802.65,RJ,Google
CLI02472,35,5566.57,RJ,Instagram
CLI02473,19,4048.93,RJ,TikTok
CLI02474,66,7952.12,BA,Orgânico
CLI02475,30,1565.43,SC,Instagram
CLI02476,21,2815.15,RJ,Instagram
CLI02477,43,7420.85,SC,Orgânico
CLI02478,42,3888.31,RS,Orgânico
CLI02479,47,8071.17,BA,Orgânico
CLI02480,28,7902.04,SC,Instagram
CLI02481,24,3847.65,RS,Google
CLI02482,48,9431.63,BA,Orgânico
CLI02483,61,10089.9,MG,Google
CLI02484,27,5149.61,BA,Instagram
CLI02485,56,8434.47,RS,Google
CLI02486,30,7619.56,MG,Instagram
CLI02487,48,12386.22,PR,Orgânico
CLI02488,24,2595.61,BA,Instagram
CLI02489,66,5992.84,PR,Orgânico
CLI02490,59,10557.5,BA,Orgânico
CLI02491,59,9689.89,BA,Google
CLI02492,53,5535.19,BA,Orgânico
CLI02493,37,1967.41,RS,TikTok
CLI02494,21,4577.88,SP,Instagram
CLI02495,24,3371.4,RJ,Orgânico
CLI02496,18,3487.31,RS,Instagram
CLI02497,61,10180.35,RS,Google
CLI02498,62,6520.18,SC,Orgânico
CLI02499,59,9004.4,SP,Orgânico
CLI02500,64,11910.08,MG,Orgânico
CLI02501,30,8738.23,SC,Google
CLI02502,39,5211.68,RS,Instagram
CLI02503,38,2765.7,PE,Orgânico
CLI02504,39,4946.09,BA,Orgânico
CLI02505,45,6996.67,PE,Instagram
CLI02506,26,8074.93,PE,TikTok
CLI02507,43,9443.93,PE,Google
CLI02508,26,8843.79,SP,Instagram
CLI02509,32,4069.24,RS,TikTok
CLI02510,27,8260.33,MG,TikTok
CLI02511,41,6782.57,BA,Orgânico
CLI02512,59,12458.49,BA,Orgânico
CLI02513,25,5576.18,PR,Google
CLI02514,41,4580.31,RJ,TikTok
CLI02515,33,6074.18,BA,Instagram
CLI02516,66,2115.74,RJ,Orgânico
CLI02517,43,3944.01,SP,Orgânico
CLI02518,44,6958.24,MG,Google
CLI02519,54,5823.96,SP,Orgânico
CLI02520,21,3459.23,MG,Instagram
CLI02521,67,7358.46,PE,Google
CLI02522,41,5479.14,MG,Orgânico
CLI02523,36,5394.45,BA,Orgânico
CLI02524,53,7704.52,RJ,Google
CLI02525,56,6744.56,PR,Google
CLI02526,27,6169.6,PR,Instagram
CLI02527,42,959.12,SC,Orgânico
CLI02528,35,6033.41,BA,TikTok
CLI02529,36,2345.61,MG,Orgânico
CLI02530,53,9288.22,RJ,Orgânico
CLI02531,27,3329.35,MG,Instagram
CLI02532,50,5319.69,RS,Orgânico
CLI02533,67,10264.95,PE,Google
CLI02534,22,1589.41,BA,Instagram
CLI02535,64,8533.92,SC,Google
CLI02536,66,6706.05,RS,Orgânico
CLI02537,52,6779.81,PE,Google
CLI02538,61,7394.61,RJ,Orgânico
CLI02539,51,4304.5,MG,Google
CLI02540,50,7882.19,PR,Google
CLI02541,38,5878.23,PR,Orgânico
CLI02542,34,6380.62,SC,Google
CLI02543,39,7529.2,PE,Instagram
CLI02544,65,11192.25,BA,Google
CLI02545,54,13717.71,RS,Google
CLI02546,32,9016.67,PR,Instagram
CLI02547,52,10074.54,MG,Orgânico
CLI02548,45,1211.57,SC,TikTok
CLI02549,24,3031.77,RS,TikTok
CLI02550,49,8273.36,SP,Orgânico
CLI02551,28,9835.7,SC,Instagram
CLI02552,27,5741.84,PR,Instagram
CLI02553,26,4061.14,RJ,Instagram
CLI02554,31,5459.42,PE,Instagram
CLI02555,30,12193.39,SC,TikTok
CLI02556,42,2861.29,MG,Google
CLI02557,19,1788.94,RS,TikTok
CLI02558,52,8763.14,SC,Google
CLI02559,24,4411.93,PR,Instagram
CLI02560,38,3594.62,SC,Google
CLI02561,35,5782.5,PE,TikTok
CLI02562,20,3630.56,MG,Instagram
CLI02563,59,2523.09,MG,Orgânico
CLI02564,56,13144.35,PR,Google
CLI02565,58,7361.98,BA,TikTok
CLI02566,66,16127.83,MG,Google
CLI02567,28,5673.19,PR,Instagram
CLI02568,56,7370.13,PE,Orgânico
CLI02569,41,5923.66,PE,Google
CLI02570,63,1942.14,SC,Instagram
CLI02571,36,8466.08,SC,Orgânico
CLI02572,21,3817.3,SP,TikTok
CLI02573,43,5381.34,PR,Google
CLI02574,55,7137.77,RJ,Orgânico
CLI02575,59,7683.99,PR,Google
CLI02576,49,10625.69,SC,Orgânico
CLI02577,56,14317.93,RS,Google
CLI02578,62,9148.65,SC,Google
CLI02579,63,14425.38,MG,Orgânico
CLI02580,53,8511.3,SP,Orgânico
CLI02581,57,9354.27,RJ,Instagram
CLI02582,54,8984.71,BA,Google
CLI02583,50,11660.9,SP,Google
CLI02584,53,6733.04,PR,Google
CLI02585,20,2741.57,RS,TikTok
CLI02586,26,4189.33,PE,TikTok
CLI02587,25,3089.42,PR,Instagram
CLI02588,50,6089.77,SC,Google
CLI02589,23,3758.51,MG,Instagram
CLI02590,58,7051.76,RJ,Google
CLI02591,56,11396.4,BA,Google
CLI02592,21,4019.55,RS,TikTok
CLI02593,30,7512.18,MG,TikTok
CLI02594,66,3928.15,RJ,Google
CLI02595,19,1203.53,RS,Orgânico
CLI02596,22,3156.32,SP,TikTok
CLI02597,61,9193.53,BA,Google
CLI02598,44,4767.8,SC,Orgânico
CLI02599,49,10472.73,MG,Orgânico
CLI02600,38,4266.53,PR,TikTok
CLI02601,25,6307.7,BA,TikTok
CLI02602,55,13694.35,SC,Google
CLI02603,25,8438.86,RJ,Instagram
CLI02604,67,6643.6,BA,Google
CLI02605,20,3983.09,RS,TikTok
CLI02606,61,4763.45,BA,Google
CLI02607,20,3200.5,SC,Google
CLI02608,39,6137.5,PR,Instagram
CLI02609,23,2788.52,PR,Orgânico
CLI02610,19,2380.64,PE,Google
CLI02611,40,6764.26,RJ,Orgânico
CLI02612,61,5088.95,SC,Google
CLI02613,19,2152.63,MG,TikTok
CLI02614,55,3632.1,SC,Google
CLI02615,34,4841.63,BA,TikTok
CLI02616,52,1351.64,PR,Google
CLI02617,51,1536.85,RS,Orgânico
CLI02618,40,6871.37,PE,Instagram
CLI02619,47,5905.37,RJ,Orgânico
CLI02620,69,12397.18,SP,Orgânico
CLI02621,25,9077.69,SP,TikTok
CLI02622,39,7822.52,RS,Google
CLI02623,61,6860.64,SC,Google
CLI02624,53,9818.26,PR,Google
CLI02625,22,3164.36,SC,Instagram
CLI02626,30,5210.64,RJ,Instagram
CLI02627,46,2537.45,MG,Instagram
CLI02628,48,9007.26,SP,Orgânico
CLI02629,64,8786.25,SC,Instagram
CLI02630,33,9644.79,PR,Orgânico
CLI02631,59,8644.75,RS,Google
CLI02632,47,14078.59,PE,Orgânico
CLI02633,33,3947.86,BA,Instagram
CLI02634,29,5640.53,BA,Orgânico
CLI02635,34,6143.33,SP,Instagram
CLI02636,33,7393.26,SP,Instagram
CLI02637,29,7274.67,MG,Instagram
CLI02638,25,6339.08,SC,Instagram
CLI02639,37,6240.7,MG,Google
CLI02640,20,1731.32,PR,TikTok
CLI02641,33,4282.83,PR,Instagram
CLI02642,47,11223.01,PE,Orgânico
CLI02643,62,5386.43,PE,Orgânico
CLI02644,40,8910.82,SC,Orgânico
CLI02645,45,11844.83,SP,TikTok
CLI02646,68,6846.22,RJ,TikTok
CLI02647,57,11467.98,MG,TikTok
CLI02648,22,1360.42,BA,Instagram
CLI02649,37,7108.51,SP,Google
CLI02650,57,5489.73,RS,Google
CLI02651,61,8642.9,PR,Google
CLI02652,18,2647.78,BA,TikTok
CLI02653,47,13133.9,PR,Google
CLI02654,38,5989.34,SP,Google
CLI02655,37,7671.94,SP,TikTok
CLI02656,23,1303.93,RS,TikTok
CLI02657,39,6921.58,PR,Orgânico
CLI02658,35,5213.22,MG,TikTok
CLI02659,25,7793.42,MG,Orgânico
CLI02660,56,16883.85,SP,Orgânico
CLI02661,49,3866.18,SC,Google
CLI02662,50,4096.45,PR,Google
CLI02663,33,2920.75,RJ,Orgânico
CLI02664,29,3610.63,PR,TikTok
CLI02665,55,4919.23,PE,Orgânico
CLI02666,69,5745.01,MG,Orgânico
CLI02667,51,9861.45,MG,Google
CLI02668,31,3923.0,RJ,Google
CLI02669,53,4600.41,MG,TikTok
CLI02670,50,6804.38,RJ,Google
CLI02671,40,5014.69,MG,Google
CLI02672,67,11030.05,RS,Google
CLI02673,62,5298.08,RJ,Google
CLI02674,19,3211.43,SC,TikTok
CLI02675,58,9745.01,PR,Google
CLI02676,38,5951.66,PE,Google
CLI02677,19,2305.62,PE,Instagram
CLI02678,44,3679.96,MG,Orgânico
CLI02679,26,9312.65,SP,TikTok
CLI02680,18,2097.13,RJ,TikTok
CLI02681,28,6094.21,RJ,TikTok
CLI02682,20,3698.23,RJ,TikTok
CLI02683,69,2677.67,MG,Instagram
CLI02684,40,6800.86,PR,Google
CLI02685,43,8863.78,SP,Instagram
CLI02686,21,2020.0,RJ,TikTok
CLI02687,35,3236.9,BA,TikTok
CLI02688,23,2533.02,RJ,Instagram
CLI02689,52,5432.36,RJ,Google
CLI02690,39,4941.95,RS,Orgânico
CLI02691,60,9842.65,RJ,Google
CLI02692,32,3774.47,SP,Orgânico
CLI02693,39,7896.68,RJ,Orgânico
CLI02694,54,9191.62,RS,Orgânico
CLI02695,69,5215.44,SP,Orgânico
CLI02696,59,7700.82,SP,Google
CLI02697,29,3871.91,RJ,TikTok
CLI02698,64,14799.47,SC,Orgânico
CLI02699,66,12409.84,PE,Google
CLI02700,59,11189.14,SP,Instagram
CLI02701,55,3529.07,PE,Google
CLI02702,35,6429.73,SC,TikTok
CLI02703,62,8563.0,SP,Google
CLI02704,52,11670.38,RS,Google
CLI02705,47,8967.19,BA,Orgânico
CLI02706,41,6421.85,MG,Google
CLI02707,59,8701.35,RJ,Google
CLI02708,47,2583.1,MG,Google
CLI02709,31,8206.35,PE,Instagram
CLI02710,23,3486.36,PE,Instagram
CLI02711,20,2395.6,SP,TikTok
CLI02712,33,6657.07,MG,TikTok
CLI02713,24,4157.56,RJ,TikTok
CLI02714,69,3197.02,PE,Google
CLI02715,31,4789.87,BA,Google
CLI02716,26,4876.8,RJ,Instagram
CLI02717,32,3601.44,BA,Instagram
CLI02718,38,7499.17,SP,Orgânico
CLI02719,52,12657.65,SP,Google
CLI02720,19,2592.72,SC,TikTok
CLI02721,44,3487.69,PR,Instagram
CLI02722,19,2320.72,BA,Instagram
CLI02723,52,10982.94,PE,Orgânico
CLI02724,35,5674.09,PE,Instagram
CLI02725,31,6126.37,BA,Instagram
CLI02726,37,6483.83,MG,Google
CLI02727,35,2871.8,SC,Instagram
CLI02728,27,6449.63,BA,Google
CLI02729,42,3917.14,PE,Orgânico
CLI02730,19,49.31,MG,TikTok
CLI02731,42,7435.86,PE,Google
CLI02732,50,2060.54,RJ,Google
CLI02733,53,10180.47,SP,Orgânico
CLI02734,48,12303.34,MG,Instagram
CLI02735,31,6377.34,PR,Instagram
CLI02736,18,4196.02,PE,Google
CLI02737,63,13132.55,RJ,Google
CLI02738,33,11486.23,RS,TikTok
CLI02739,63,7802.69,RJ,Instagram
CLI02740,69,13081.87,SC,Orgânico
CLI02741,20,2357.51,PR,Instagram
CLI02742,52,6037.92,RJ,Orgânico
CLI02743,58,10446.52,PR,TikTok
CLI02744,23,3675.56,SP,Google
CLI02745,42,8969.04,RS,Google
CLI02746,30,11781.29,BA,TikTok
CLI02747,51,8556.19,PR,Orgânico
CLI02748,25,5264.27,SC,Instagram
